product_id,battery_capacity_mah_,headphone_form_factor,waterproof_standard,brand_name,volume_control,battery_charging_time,battery_indicator,charging_interface_type,chipset,codecs,control_method,game_atmosphere_light,material,private_mold,sound_quality,wireless_delay_time,product_name,charging_time
1601662040340,200-500mah,,IPX-5,,,1-3 hours,Digital Display,Type-C,,None,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601257697735,300mAh,Semi-in-ear,IPX-4,,,,Digital Display,,JL,,Touch,,ABS,Yes,,31-40 ms,,
1600584006582,,,IPX-4,,,1-3 hours,Digital Display,,Jerry,AAC,,No Light,Plastic,No,,above 60 ms,TWS Headphones,1-2 Hours
1601719555536,200-500mah,,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,JL,AAC,Button Control,No Light,Plastic,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601291104170,"Charging Box: 400mAh, Earbuds : 40mAh",Semi-in-ear,IPX-6,"OEM, Kimmar",,,LED,,Jieli,,,,ABS+PCB,Yes,,51-60 ms,6 Mics Hybrid ANC TWS Earbuds,
1601647541068,350mAh,Semi-in-ear,IPX-5,VALDUS,,,Digital Display,Type-C,,,Touch Control,,,,,,,
1601218445432,230mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,Plastic,No,"High Fidelity (Hi-Fi), Surround Sound",31-40 ms,TWS Earbuds,
1601459978369,40/400MAH,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,Type-C,SmartLink,AAC,Touch Control,RGB,ABS,Yes,High Fidelity (Hi-Fi),less than 30 ms,Touch Bluetooth headset,60 Minutes
1601659162011,200-500mah,,IPX-4,GENAI,,1-3 hours,LED,Type-C,JL,Sbc,Touch Control,,ABS+PC,Yes,Stereo,,,
1601587736586,200-500mah,Semi-in-ear,IPX-4,,,1-3 hours,Digital Display,Type-C,Blurtrum,,,,Plastic,,,30 Ms,TWS Wireless Stereo True Earbuds,
10000018014326,200mAh,,IPX-4,VJBY,,1-3 hours,Digital Display,,JL,,,,ABS+PC,Yes,,41-50 ms,TWS Wireless Earbuds,1.5 Hours
1601246709663,530mAh,Semi-in-ear,IPX-5,,,,Digital Display,,JL,,,,ABS,No,,above 60 ms,,about 1h
1601181553436,150 MA,Semi-in-ear,IPX-4,WELL-WIN,Yes,,Digital Display,,Other,,,,,,,51-60 ms,,
1601612849642,200-500mah,,IPX-4,starsky,,1-3 hours,LED,,,,Touch Control,,ABS Plastic,Yes,,,,1~2 Hours
1601718485971,200-500mah,Semi-in-ear,IPX-5,zayson,Yes,1-3 hours,LED,Type-C,Bluetrum,,,,,Yes,"Stereo, High Fidelity (Hi-Fi)",31-40 ms,,
1601701437439,200-500mah,Semi-in-ear,IPX-4,Koadac,,1-3 hours,LED,Type-C,Jieli 7096,LDAC,"App Control, Touch Control",,"Metal, Plastic",Yes,,31-40 ms,,
1601619336848,500,Semi-in-ear,IPX-6,None,Yes,1-3 hours,LED,Type-c,Jl,LHDC,Touch control,No Light,Abs,Yes,High fidelity (hi-fi),31-40 ms,,
1601653482972,200-500mah,,IPX-4,Customizable,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS,,Stereo,31-40 ms,,
1601645445819,200-500mah,,IPX-4,GENAI,,1-3 hours,LED,Type-C,"JL, Bluetrum","AAC, Sbc",Touch Control,,ABS+PC,Yes,Stereo,,,
1601567097185,300mah,,Sweat proof,,,1-3 hours,Digital Display,Type-C,Bluetrum,,Touch Control,,ABS,Yes,Stereo,,,
1601393504215,30mAh/250mAh,,IPX-4,other,,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS+PC,No,,less than 30ms,,
1601588154217,200mAh,Semi-in-ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,BES,,App Control,Single Color,ABS,No,High Fidelity (Hi-Fi),less than 30 ms,,1-2 hour
1601254050293,30mAh/300mAh,,Life-level,,,,,,,,,,,,,,,
1601704483318,200-500mah,Semi-in-ear,IPX-4,None,,1-3 hours,LED,Type-C,AD6983D/AC7023D,,Touch Control,No Light,Plastic,,,,,
1601004138486,80,,IPX-4,,,,LED,,JL,,,,ABS,No,,,B-100_VV4,1-2H
1601709268618,200-500mah,,IPX-4,,,1-3 hours,LED,Type-C,Other,None,Button Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,,
1601267390104,300mAh,,IPX-4,Maimi,,,LED,,JL6973,,,,PC+ABS,Yes,,30 Ms,TWS Earbuds,1.5 Hours
1601412098289,30mA/350mA,Semi-in-ear,IPX-5,,Yes,,Digital Display,,JL,,,,ABS,No,,less than 30 ms,LCD Screen earbuds,
1601657272057,200mAh,Semi-in-ear,IPX-5,Yotosan,Yes,1-3 hours,LED,Type-C,Actions,AAC,Button Control,Single Color,"Plastic, ABS",Yes,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",less than 30 ms,,
1601482090534,25mAh/300mAh,Semi-in-ear,IPX-4,JYF,Yes,1-3 hours,Digital Display,Type-C,JL,AAC,,No Light,ABS+PC,No,High Fidelity (Hi-Fi),51-60 ms,,
1601266061359,,,IPX-5,BTNANFENG,,1-3 hours,Digital Display,,JL,AAC,,No Light,Plastic,,,less than 30 ms,,
1601491635768,35mAh,,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,,ABS,No,,30 Ms,,1.5H
1601701875946,200-500mah,,IPX-4,None,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,,Plastic,No,Stereo,30 Ms,,
1601012781742,180mah,Semi-in-ear,IPX-4,,Yes,1-3 hours,LED,,,,,,A-4,No,,,,
1601197910370,200-500mah,Semi-in-ear,IPX-5,,Yes,1-3 hours,Digital Display,Type-C,JL,"AAC, Sbc",Touch Control,,ABS,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",31-40 ms,J11pro 4 Mic TWS Earbuds,
1601599055610,500-1000mah,Semi-in-ear,/,yesido,Yes,1-3 hours,,Type-C,,,Touch Control,,ABS+ Aluminum Alloy,,,less than 30 ms,,
1600817858115,30/300mah,,IPX-4,,,1-3 hours,LED,Type-C,Jieli,Sbc,,No Light,Plastic,Yes,,41-50 ms,T9,1hour
1601523574781,300mah,Semi-in-ear,IPX-5,HTC,Yes,1-3 hours,LED,Type-C,JL,"AAC, Sbc","Button Control, Touch Control",No Light,ABS+Silicone,Yes,"High Fidelity (Hi-Fi), Stereo, Bass Boost, Surround Sound",less than 30 ms,HTC NE16 Wireless translation headphones,1.5 Hours
1601378421578,500-1000mah,,IPX-5,Alan,,1-3 hours,LED,Type-C,SmartLink,AAC,App Control,No Light,ABS,Yes,High Fidelity (Hi-Fi),31-40 ms,,
1601523073102,300mah,Semi-in-ear,IPX-5,HTC,Yes,1-3 hours,Digital Display,Type-C,JL,"AAC, Sbc",Button Control,Single Color,ABS+Silicone,Yes,"High Fidelity (Hi-Fi), Stereo, Bass Boost, Surround Sound",less than 30 ms,HTC NE20 AI Wireless gaming headphones,1.5 Hours
1601620964196,200-500mah,Semi-in-ear,IPX-5,LD,Yes,1-3 hours,Digital Display,,JL,AAC,"App Control, Touch Control, Button Control",No Light,ABS+PC,No,High Fidelity (Hi-Fi),30 Ms,TWS Wireless Earbuds,1-2 Hours
1601548193219,300mah,,IPX-4,customzation,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,ABS,No,"Stereo, Surround Sound, High Fidelity (Hi-Fi), Bass Boost",above 60 ms,Small TWS Earbuds,
1601553633919,200-500mah,,IPX-5,,,1-3 hours,Digital Display,Type-C,Jieli,None,Button Control,Single Color,ABS+PC,Yes,High Fidelity (Hi-Fi),41-50 ms,TWS Wireless Earbuds,1-2 Hours
1601570255966,200mAh,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,Zhongke 5659,APT-X,Button Control,No Light,"Plastic, Abs",No,Binaural stereo,31-40 ms,,
1601406610459,300,,IPX-3,HISONIC,,1-3 hours,LED,Type-C,JL,,Touch Control,,abs,Yes,,30 Ms,,1 Hour
1600135367868,,,IPX-8,,,,,,,,,,,,,,,2 Hours
1600817890021,30/300mah,,IPX-4,,,1-3 hours,LED,Type-C,JL6973,,Touch Control,,Plastic,Yes,,41-50 ms,T9 ENC TWS,1Hour
1601401407828,200-500mah,,IPX-4,YooKiE,,1-3 hours,,Type-C,,,Touch Control,,Plastic,Yes,,30 Ms,,
1601694951442,<200mah,,No,Winbridge,,1-3 hours,LED,Type-C,Other,,"Touch Control, App Control",No Light,Metal,No,,,Winbridge Wireless Earbuds,2 hours
10000037384383,300mAh,Semi-in-ear,IPX-3,VDENMENV,,1-3 hours,LED,Type-C,Zhongke Lanxun 5616T3,,Touch Control,,ABS,,,less than 30 ms,,
1601094333419,200-500mah,,No,KINGSTAR,,,LED,,JL,,,,ABS,Yes,,30 Ms,,1H
1601627466963,200-500mah,,IPX-5,,,,,Type-C,JL,,,,,,High Fidelity (Hi-Fi),,TWS Wireless Earbuds,40minutes
1601206086149,400mAh,Semi-in-ear,IPX-3,OEM,,,Digital Display,,Jieli,,,,ABS+PCB,Yes,,31-40 ms,,
1600925364697,250mAh,,IPX-5,SIBYL,,1-3 hours,,Type-C,,,Touch Control,,ABS+ tws earbuds 2024,Yes,Stereo,41-50 ms,,
1601381735052,200-500mah,Semi-in-ear,IPX-4,,Yes,1-3 hours,LED,,,,,,ABS,,,less than 30 ms,TWS Wireless Earbuds,1~2 Hours
1601292850904,500MAH,,IPX-4,HISONIC,,,LED,,JL,,,,ABS,Yes,,30 Ms,,
1601120478537,,,IPX-4,HODE,,1-3 hours,Digital Display,,Blurtrum,None,,No Light,Plastic,Yes,,30 Ms,,
10000037386339,230mAh,Semi-in-ear,IPX-3,VDENMENV,,1-3 hours,LED,Type-C,,,Touch Control,,ABS,,,,,
1601405452724,200-500mah,Semi-in-ear,IPX-4,SENNKA,Yes,1-3 hours,Digital Display,"magnetic charging, Wireless Charging, Type-C",JL,,Voice Control,,Metal,Yes,,31-40 ms,,
1601514623132,200mAh,Semi-in-ear,IPX-5,OEM,Yes,1-3 hours,LED,Type-C,JL,,App Control,Single Color,ABS,No,High Fidelity (Hi-Fi),less than 30 ms,,1-2 hour
1601660985998,200-500mah,,IPX-4,Aurora sound,,1-3 hours,LED,Type-C,JL,,"Touch Control, App Control",No Light,"Metal, Plastic",Yes,"High Fidelity (Hi-Fi), Surround Sound",,,
1601575795902,2000mAh,,IPX-4,OEM,,1-3 hours,Digital Display,Micro,Other,AAC,Touch,No Light,ABS,No,Excellent,30 Ms,,
1601711548124,Charging box battery capacity 200mAh,,IPX-4,,,,,,,,,,Zinc Alloy Case,,,,,
1601462391620,300,Semi-in-ear,IPX-5,Langsdom,Yes,1-3 hours,LED,Type-C,Bluetrum,AAC,"Touch Control, App Control, Voice Control",RGB,ABS,Yes,"Bass Boost, Surround Sound, Stereo, Studio Level",41-50 ms,Smart Headphone,1 Hours
1601719449644,200-500mah,Semi-in-ear,IPX-4,ZAYSON,Yes,1-3 hours,LED,Type-C,Bluetrum,,Touch Control,,,Yes,"Stereo, High Fidelity (Hi-Fi)",,,
1601460160032,200-500mah,,IPX-3,LDNIO,,1-3 hours,LED,Type-C,,,,,,Yes,High Fidelity (Hi-Fi),,TWS Wireless Earbuds,
1600817725891,30/300mah,Semi-in-ear,IPX-4,,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,Yes,,41-50 ms,T9,
1601631235105,200-500mah,Semi-in-ear,IPX-4,,,1-3 hours,LED,Type-C,,,,No Light,Plastic,,Surround Sound,less than 30 ms,,
1601705568233,200,,IPX4,Coca-Cola,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,No,"High Fidelity (Hi-Fi), Bass Boost",less than 30ms,,
1601665801181,250 mAh,Semi-in-ear,IPX-2,TD-LTE,,1-3 hours,LED,Type-C,,,Touch Control,,PC,,,less than 30 ms,,
1601699726228,200-500mah,Semi-in-ear,IPX-4,,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,,Plastic,No,,30 Ms,,
1601551013919,200-500mah,,IPX-4,aweiyi,,1-3 hours,Digital Display,Type-C,Other,None,Touch Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601598853254,200-500mah,Semi-in-ear,No,,Yes,1-3 hours,,Type-C,5.3,Sbc,Button Control,No Light,ABS,No,Stereo,30 Ms,TWS Earbuds,
1601298008306,400mAh,Semi-in-ear,IPX-4,Starsky,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS+Protein Skin,Yes,High Fidelity (Hi-Fi),31-40 ms,ANC Bluetooth Headset Gaming Headphone,1.5 Hours
1601461342438,300,Semi-in-ear,IPX-5,Langsdom,Yes,1-3 hours,LED,Type-C,Bluetrum,AAC,"Touch Control, App Control, Voice Control",RGB,ABS,Yes,"Bass Boost, Surround Sound, Stereo, Studio Level",41-50 ms,Bluetooth Headphones,1 Hours
1601427334528,25mAh / 250mAh,,IPX-4,Remax,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,,"ABS, PC",Yes,Stereo,51-60 ms,,1.5 hours
1601445235182,200-500mah,Semi-in-ear,IPX-2,ibrain,Yes,5-7 Hours,LED,Micro USB,Other,None,Touch Control,No Light,Metal,Yes,Stereo,41-50 ms,,
1600984550077,35mA/300mA,Semi-in-ear,IPX-5,Neutral,,,LED,,JL6983D4,,,,Zinc metal,Yes,,51-60 ms,Metal tws,
1601486343139,200-500mah,,IPX-4,SHINECON,,1-3 hours,LED,Type-C,Bluetrum,Apt-X HD,Touch Control,Single Color,Plastic,No,High Fidelity (Hi-Fi),41-50 ms,,
1601444988539,200mAh,Semi-in-ear,IPX-2,ibrain,Yes,1-3 hours,LED,Wireless Charging,Others,None,Button Control,No Light,Metal,Yes,Stereo,41-50 ms,Bluetooth Neckband Sport Earbuds FL02,
1601657473875,200-500mah,,IPX-5,Lenovo,,1-3 hours,LED,Type-C,Other,"AAC, Sbc",Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",31-40 ms,,About 1.5 hours
1601487494386,200-500mah,,IPX-4,YooKiE,,1-3 hours,,Type-C,,,Touch Control,,Plastic,Yes,Stereo,30 Ms,,
1601574235973,200-500mah,Semi-in-ear,IPX-5,,Yes,1-3 hours,LED,Type-C,Jl,Sbc,Touch Control,Single Color,Plastic,Yes,High fidelity (hi-fi),above 60 ms,,
1601326810613,200-500mah,,IPX-5,OEM,,,LED,Type-C,"JL, JLG983",,,,Plastic ABS,,Stereo,,tws earbuds,
1601469813819,300mAh,Semi-in-ear,IPX-5,MINISO,Yes,1-3 hours,LED,Type-C,JL,"AAC, Sbc","Touch Control, Button Control",Single Color,ABS+Silicone,Yes,"High Fidelity (Hi-Fi), Bass Boost, Stereo",31-40 ms,MINISO MS186  Bluetooth Headphones+Remote control,1-2 hours
1601298464770,Earbuds: 35mAh Charging case: 480mAh,Semi-in-ear,IP54,XIAOMI,Yes,1-3 hours,LED,Type-C,Qualcomm,,Touch Control,,Plastic,Yes,,less than 30 ms,XIAOMI Buds 5,
1601519325259,200-500mah,,IPX-5,OEM,,1-3 hours,Digital Display,Type-C,JL7016 G8,AAC,Button Control,No Light,"Metal, Plastic",Yes,"Bass Boost, Stereo",30 Ms,Wireless Mini Earphones,1-2 Hours
1601694878873,<200mah,,No,Winbridge,,1-3 hours,LED,Type-C,Other,,"Touch Control, App Control",No Light,Metal,No,,,Winbridge Wireless Earbuds,2 hours
1601550505973,200-500mah,,IPX-5,ASPOR,,1-3 hours,LED,Type-C,,,Touch Control,,ABS,Yes,Stereo,,TWS stereo earbuds,
1601665070283,200-500mah,,IPX-5,VX06,,,,,,Sbc,,Single Color,Plastic,No,,,,
62110786000,300mAh,Semi-in-ear,IPX-4,LINX,Yes,1-3 hours,Digital Display,Type-C,Others,,Button Control,No Light,ABS+protein earmuffs+Sponge,Yes,Stereo,above 60 ms,ANC Wireless Headset Earphone Active Noise Cancelling Headphones,About 2 Hours
1601684136646,398,Semi-in-ear,IPX-6,Auromei,Yes,1-3 hours,LED,Type-C,Other,LHDC,Touch Control,No Light,ABS,No,High Fidelity (Hi-Fi),31-40 ms,,
1601597441986,33 mAh & 360 mAh,Semi-in-ear,IPX-5,Sunrise,Yes,1-3 hours,LED,Type-C,Bluetrum,Apt-X HD,"Touch Control, Button Control",Single Color,Plastic,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601429916518,800,Semi-in-ear,IPX-4,HRX,Yes,1-3 hours,Digital Display,Type-C,JL,,,,Plastic,yes,,30 Ms,,1H
1601265496490,1200mah,,IPX-6,MYS,,,Digital Display,,JL,,,,ABS+PC,No,,51-60 ms,,1-2 Hours
1600404561554,180mAh,Semi-in-ear,IPX-4,TSSD,Yes,1-3 hours,,Type-C,Qualcomm,"AAC, Sbc",Touch Control,,Plastic,,"Stereo, High Fidelity (Hi-Fi)",30 Ms,School Bag Shape TWS Wireless Earbuds,
1601623398860,200-500mah,,IPX-6,Qym,,1-3 hours,LED,Type-C,JL,,Touch Control,RGB,Plastic,No,"High Fidelity (Hi-Fi), Stereo",31-40 ms,Column Gaming TWS Earphones,1.5 hours
1601711885290,None,Semi-In-Ear Type,Life Waterproof,XCL,,1-3 hours,Battery Level Indicator,,Zhongke Lanxun,,Voice Control,,Plastic,No,Stereo Sound,,,
1601661823112,200-500mah,Semi-in-ear,IPX-5,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,,Stereo,less than 30 ms,TWS Earbuds,2-3 Hours
1601665010028,200-500mah,,IPX-4,NONE,,1-3 hours,LED,Type-C,AC7023D,,"App Control, Touch Control",,Plastic,,,less than 30ms,,
1601670513497,200-500mah,,IPX-4,None,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,,Plastic,No,Stereo,30 Ms,,
1601101276415,200-500mah,Semi-in-ear,IPX-4,OEM,No,1-3 hours,Digital Display,,JL,AAC,Button Control,Single Color,Plastic,No,,above 60 ms,,
1601580525306,200mAh,Semi-in-ear,IPX-6,OEM,Yes,1-3 hours,Digital Display,Type-C,JL,AAC,"Touch Control, Button Control",Single Color,ABS+PC,Yes,,41-50 ms,TWS Wireless Earbuds,1-2 Hours
1601452865627,200-500mah,Semi-in-ear,IPX-0,VIDVIE or customize,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS,Yes,"Surround Sound, Bass Boost, High Fidelity (Hi-Fi)",less than 30 ms,TWS Wireless Earbuds,≤2 hours
1601724797794,200-500mah,Semi-in-ear,IPX-5,Miccell,Yes,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,,Plastic,Yes,"High Fidelity (Hi-Fi), Surround Sound",31-40 ms,Al Translation tws Earbuds,About 1-2 Hour
1601251703684,300,,IPX-4,OEM,,,LED,,JL,,,,ABS,Yes,,31-40 ms,XG15 TWS Earphone,1-2 hours
1601610622627,200-500mah,,No,VJBY,,1-3 hours,LED,Type-C,JL,"AAC, Sbc",Touch Control,No Light,"Plastic, Metal",Yes,Stereo,51-60 ms,TWS Wireless Earbuds,
1601633592339,200-500mah,,IPX-5,HOTHSZ,,1-3 hours,Digital Display,Type-C,,,Touch Control,,,,"Surround Sound, Stereo",,,
1601590393957,200-500mah,Semi-in-ear,IPX-6,Customizable private brand,Yes,1-3 hours,LED,Type-C,JL,LHDC,"App Control, Touch Control, Button Control",No Light,Plastic,No,"High Fidelity (Hi-Fi), Surround Sound, Stereo",31-40 ms,,
1600417144954,200-500mah,,IPX-4,USAMS,,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS,Yes,,above 60 ms,,
1601689847199,200,,IPX-4,Customize brand,,1-3 hours,Digital Display,Type-c,Bluetrum,Sbc,Touch control,,Abs,No,"High Fidelity (Hi-Fi), Stereo",less than 30ms,,
1601383477622,"25MAH,200MAH",Semi-in-ear,IPX-4,YooType,Yes,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,abs,Yes,"High Fidelity (Hi-Fi), Bass Boost, Studio Level, Surround Sound, Stereo",less than 30 ms,A2 mini in ear air pro earbuds,1-2 Hours
1601542671236,200-500mah,,IPX-4,LDNIO,,1-3 hours,,Type-C,JL,,,,,No,,,Wireless Earbuds Earphones,
1601254008952,400mah,Semi-in-ear,IPX-4,SHAREEZ,,,LED,,JL,,,,ABS,Yes,,30 Ms,TWS Wireless Earbuds,1-2 Hours
1601515497560,200-500mah,Semi-in-ear,IPX-4,no,Yes,1-3 hours,LED,Type-C,JL,AAC,Touch Control,,Plastic,No,High Fidelity (Hi-Fi),31-40 ms,TWS Wireless Earbuds,
1600383196769,,,IPX-6,redmi,,,LED,,,,,No Light,,,,above 60 ms,redmi buds 3 lite,
1601454904752,200,,IPX-5,None,,1-3 hours,Digital Display,Type-c,Jl,LHDC,Touch Control,Single Color,Plastic,Yes,80,less than 30ms,,
1601384456217,1200MAH,,IPX-4,OEM,,,Digital Display,,JL,,,,ABS,No,,above 60 ms,f9 tws wireless earphone,1-1.5hours
1601597472518,30 mAh & 350 mAh,Semi-in-ear,IPX-5,Sunrise,Yes,1-3 hours,LED,Type-C,Bluetrum,Apt-X HD,"Touch Control, Button Control",Single Color,Plastic,Yes,High Fidelity (Hi-Fi),less than 30 ms,,
1601633085524,200-500mah,Semi-in-ear,IPX-3,,,1-3 hours,LED,,,,Touch Control,,Plastic,,,,,
1600980368414,300,Semi-in-ear,IPX-4,,,,LED,,JL,,,,plastic,Yes,,,,1H
1600979003100,200-500mah,,IPX-4,Toocki,,3-5 hours,LED,,Blurtrum,,,,ABS,Yes,,less than 30ms,,
1601214411163,1000-2000mah,Semi-in-ear,IPX-4,MORE SPORT,,,Digital Display,,JL,,,,ABS,,,,,1-2 hours
1601521129269,300mah,Semi-in-ear,IPX-4,NEEXXT,Yes,1-3 hours,LED,Type-C,,,Touch Control,,Plastic,No,"Stereo, High Fidelity (Hi-Fi)",less than 30 ms,J61 Earbuds,1-2 hrs
1601636145856,400mAh,Semi-in-ear,IPX-4,VALDUS,,,Digital Display,,,,,,,Yes,,30 Ms,,
1600689764086,300mAh,Semi-in-ear,IPX-4,RECCI,Yes,1-3 hours,LED,Type-C,JL,APT-X,,No Light,ABS,Yes,High Fidelity (Hi-Fi),less than 30 ms,,2 hours
1601256412262,300mah,Semi-in-ear,IPX-4,MYS,,,Digital Display,,Other,,,,ABS+PC,No,,41-50 ms,,1.5 Hours
1601726484084,200-500mah,In ear,IPX-4,N/A,Yes,1-3 hours,LED,Type-C,High-Performance Bluetooth Audio Chip,AAC,Touch Control,No Light,,Yes,"HiFi Stereo, Deep Bass",51-60 ms,,
1601041139396,200-500mah,,IPX-4,USAMS,,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS+PC,Yes,,above 60 ms,wireless earphone,
1601429924539,200-500mah,Semi-in-ear,IPX-5,HRX,Yes,1-3 hours,Digital Display,Type-C,JL,Sbc,,,Plastic,Yes,,,M20 tws gaming earbuds,1-2 hours
1601541261637,300mah,Semi-in-ear,IPX-4,Neutral,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,RGB,Metal,Yes,"High Fidelity (Hi-Fi), Surround Sound, Stereo",31-40 ms,,
1601569413277,200-500mah,,IPX-4,aweiyi,,1-3 hours,Digital Display,Type-C,Other,None,Touch Control,No Light,Zinc Alloy,Yes,High Fidelity (Hi-Fi),less than 30ms,,
1601417740632,200-500mah,Semi-in-ear,IPX-4,Myinnov,Yes,1-3 hours,LED,Type-C,JL,,Touch Control,,ABS,Yes,,31-40 ms,Y68 ENC,
1601455448663,200-500mah,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,JL,None,Touch Control,No Light,"Metal, Plastic",Yes,"Surround Sound, Bass Boost, High Fidelity (Hi-Fi)",less than 30 ms,,
1601430966716,230mah,,IPX-5,None/OEM,,1-3 hours,LED,Type-C,JL6983D,,"Voice Control, Touch Control",,"Metal, Plastic",Yes,"Stereo, High Fidelity (Hi-Fi)",30 Ms,,1.5 Hours
1601681245337,200-500mah,Semi-in-ear,IPX-4,Customizable,Yes,,Digital Display,Type-C,,AAC,Touch Control,,Plastic,Yes,Stereo,less than 30 ms,,
1600877291490,"30mAh earbud, 400mAh charging case",,No,SIBYL,,1-3 hours,,Type-C,,,Touch Control,,ABS gaming earbuds earphone,Yes,Stereo,41-50 ms,,
1601456367436,30mAh/350mAh,,IPX-4,Remax,,1-3 hours,Digital Display,Type-C,JL,AAC,Touch Control,,ABS,Yes,Stereo,31-40 ms,,1.5 Hours
1600826344911,30mah,Semi-in-ear,IPX-0,,Yes,,,,,,,,,,,,Ear clip type Bluetooth headset,1.5 Hours
11000032741115,Charging box battery capacity 200mAh,,IPX-4,,,,,,,,,,,,,,,
1601624927348,200-500mah,,life waterproof,wireless earphones,,1-3 hours,LED,Type-C,Zhongke Lanxun,,App Control,RGB,ABS,No,High Fidelity (Hi-Fi),less than 30ms,Wireless BT Earphone,
1601598169790,30mah/300mAh,Semi-in-ear,IPX-4,brightblue,Yes,1-3 hours,LED,Type-C,JL7003D8,,,No Light,Plastic,No,High Fidelity (Hi-Fi),41-50 ms,,
1601279641010,4-8H,Semi-in-ear,IPX-6,,,,Digital Display,,JL,,,,ABS,Yes,,less than 30 ms,,
1601719764708,200-500mah,,IPX-4,Brightblue,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601227883522,230mAh,Semi-in-ear,IPX-3,kingstar,,,LED,,,,,,,Yes,,,,
1600883414556,230,,IPX-4,Langsdom,,1-3 hours,LED,,Blurtrum,,,,ABS,Yes,,51-60 ms,Wireless Stereo Headset,1 Hours
1601719809374,200-500mah,,IPX-4,Brightblue,,1-3 hours,LED,Type-C,JL,AAC,Touch Control,No Light,Plastic,Yes,Stereo,31-40 ms,,
1601423644490,398,Semi-in-ear,IPX-6,,Yes,1-3 hours,LED,Type-C,headset,,,,headset,Yes,,30 Ms,TWS Earbuds,
1601667376637,200-500mah,Semi-in-ear,IPX-4,,Yes,1-3 hours,Digital Display,Type-C,Blurtrum,LHDC,App Control,Single Color,Plastic,Yes,High Fidelity (Hi-Fi),30 Ms,TWS Wireless Stereo True Earbuds,
1601524151196,200-500mah,,IPX-8,budi  OEM&ODM,,1-3 hours,LED,Type-C,JL,"LC3, AAC",Touch Control,No Light,Plastic,No,Stereo,51-60 ms,,
1601645452323,200-500mah,,IPX-4,GENAI,,1-3 hours,LED,Type-C,"JL, Bluetrum",Sbc,Touch Control,No Light,ABS+PC,Yes,Stereo,above 60 ms,,
1601558707767,200-500mah,,IPX-3,,,1-3 hours,LED,Type-C,Bluetrum,None,Touch Control,No Light,"PC, ABS",Yes,Stereo,30 Ms,,
1600154304220,1000-2000mah,,IPX-7,Cyboris,,1-3 hours,LED,Type-C,Actions,LHDC,Button Control,Single Color,ABS+Silicone,Yes,"High Fidelity (Hi-Fi), Surround Sound, Stereo",41-50 ms,Sport Blue tooth Earphone,about 8-12 hours
1601673363267,200-500mah,,IPX-4,KINGSTAR,,1-3 hours,LED,Type-C,JL,,Touch Control,No Light,Plastic,Yes,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",30 Ms,TWS Wireless Earbuds,1-2 Hours
1601661305478,200-500mah,,No,Kingstar,,1-3 hours,Digital Display,Type-C,JL,,Touch Control,No Light,Plastic,Yes,,above 60 ms,Mini Tws Earbuds,
1601647963688,25mah/380mah,Semi-in-ear,IPX-4,KINGSTAR,Yes,1-3 hours,LED,Type-C,JL,,"Touch Control, App Control",,ABS,Yes,,,TWS Earphones,
